,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
62,63,0,1,45.0,1,0,83.475,True,False,True
63,64,0,3,4.0,3,2,27.9,True,False,True
64,65,0,1,28.0,0,0,27.7208,True,False,False
65,66,1,3,28.0,1,1,15.2458,True,False,False
66,67,1,2,29.0,0,0,10.5,False,False,True
67,68,0,3,19.0,0,0,8.1583,True,False,True
68,69,1,3,17.0,4,2,7.925,False,False,True
69,70,0,3,26.0,2,0,8.6625,True,False,True
70,71,0,2,32.0,0,0,10.5,True,False,True
71,72,0,3,16.0,5,2,46.9,False,False,True
72,73,0,2,21.0,0,0,73.5,True,False,True
73,74,0,3,26.0,1,0,14.4542,True,False,False
74,75,1,3,32.0,0,0,56.4958,True,False,True
75,76,0,3,25.0,0,0,7.65,True,False,True
76,77,0,3,28.0,0,0,7.8958,True,False,True
77,78,0,3,28.0,0,0,8.05,True,False,True
78,79,1,2,0.83,0,2,29.0,True,False,True
79,80,1,3,30.0,0,0,12.475,False,False,True
80,81,0,3,22.0,0,0,9.0,True,False,True
81,82,1,3,29.0,0,0,9.5,True,False,True
82,83,1,3,28.0,0,0,7.7875,False,True,False
83,84,0,1,28.0,0,0,47.1,True,False,True
84,85,1,2,17.0,0,0,10.5,False,False,True
85,86,1,3,33.0,3,0,15.85,False,False,True
86,87,0,3,16.0,1,3,34.375,True,False,True
87,88,0,3,28.0,0,0,8.05,True,False,True
88,89,1,1,23.0,3,2,263.0,False,False,True
89,90,0,3,24.0,0,0,8.05,True,False,True
90,91,0,3,29.0,0,0,8.05,True,False,True
91,92,0,3,20.0,0,0,7.8542,True,False,True
92,93,0,1,46.0,1,0,61.175,True,False,True
93,94,0,3,26.0,1,2,20.575,True,False,True
94,95,0,3,59.0,0,0,7.25,True,False,True
95,96,0,3,28.0,0,0,8.05,True,False,True
96,97,0,1,71.0,0,0,34.6542,True,False,False
97,98,1,1,23.0,0,1,63.3583,True,False,False
98,99,1,2,34.0,0,1,23.0,False,False,True
99,100,0,2,34.0,1,0,26.0,True,False,True
100,101,0,3,28.0,0,0,7.8958,False,False,True
101,102,0,3,28.0,0,0,7.8958,True,False,True
102,103,0,1,21.0,0,1,77.2875,True,False,True
103,104,0,3,33.0,0,0,8.6542,True,False,True
104,105,0,3,37.0,2,0,7.925,True,False,True
105,106,0,3,28.0,0,0,7.8958,True,False,True
106,107,1,3,21.0,0,0,7.65,False,False,True
107,108,1,3,28.0,0,0,7.775,True,False,True
108,109,0,3,38.0,0,0,7.8958,True,False,True
109,110,1,3,28.0,1,0,24.15,False,True,False
110,111,0,1,47.0,0,0,52.0,True,False,True
111,112,0,3,14.5,1,0,14.4542,False,False,False
112,113,0,3,22.0,0,0,8.05,True,False,True
113,114,0,3,20.0,1,0,9.825,False,False,True
114,115,0,3,17.0,0,0,14.4583,False,False,False
115,116,0,3,21.0,0,0,7.925,True,False,True
116,117,0,3,70.5,0,0,7.75,True,True,False
117,118,0,2,29.0,1,0,21.0,True,False,True
118,119,0,1,24.0,0,1,247.5208,True,False,False
119,120,0,3,2.0,4,2,31.275,False,False,True
120,121,0,2,21.0,2,0,73.5,True,False,True
121,122,0,3,28.0,0,0,8.05,True,False,True
122,123,0,2,32.5,1,0,30.0708,True,False,False
123,124,1,2,32.5,0,0,13.0,False,False,True
124,125,0,1,54.0,0,1,77.2875,True,False,True
125,126,1,3,12.0,1,0,11.2417,True,False,False
126,127,0,3,28.0,0,0,7.75,True,True,False
127,128,1,3,24.0,0,0,7.1417,True,False,True
128,129,1,3,28.0,1,1,22.3583,False,False,False
129,130,0,3,45.0,0,0,6.975,True,False,True
130,131,0,3,33.0,0,0,7.8958,True,False,False
131,132,0,3,20.0,0,0,7.05,True,False,True
132,133,0,3,47.0,1,0,14.5,False,False,True
133,134,1,2,29.0,1,0,26.0,False,False,True
134,135,0,2,25.0,0,0,13.0,True,False,True
135,136,0,2,23.0,0,0,15.0458,True,False,False
136,137,1,1,19.0,0,2,26.2833,False,False,True
137,138,0,1,37.0,1,0,53.1,True,False,True
138,139,0,3,16.0,0,0,9.2167,True,False,True
139,140,0,1,24.0,0,0,79.2,True,False,False
140,141,0,3,28.0,0,2,15.2458,False,False,False
141,142,1,3,22.0,0,0,7.75,False,False,True
142,143,1,3,24.0,1,0,15.85,False,False,True
143,144,0,3,19.0,0,0,6.75,True,True,False
144,145,0,2,18.0,0,0,11.5,True,False,True
145,146,0,2,19.0,1,1,36.75,True,False,True
146,147,1,3,27.0,0,0,7.7958,True,False,True
147,148,0,3,9.0,2,2,34.375,False,False,True
148,149,0,2,36.5,0,2,26.0,True,False,True
149,150,0,2,42.0,0,0,13.0,True,False,True
150,151,0,2,51.0,0,0,12.525,True,False,True
151,152,1,1,22.0,1,0,66.6,False,False,True
152,153,0,3,55.5,0,0,8.05,True,False,True
153,154,0,3,40.5,0,2,14.5,True,False,True
154,155,0,3,28.0,0,0,7.3125,True,False,True
155,156,0,1,51.0,0,1,61.3792,True,False,False
156,157,1,3,16.0,0,0,7.7333,False,True,False
157,158,0,3,30.0,0,0,8.05,True,False,True
158,159,0,3,28.0,0,0,8.6625,True,False,True
159,160,0,3,28.0,8,2,69.55,True,False,True
160,161,0,3,44.0,0,1,16.1,True,False,True
161,162,1,2,40.0,0,0,15.75,False,False,True
162,163,0,3,26.0,0,0,7.775,True,False,True
163,164,0,3,17.0,0,0,8.6625,True,False,True
164,165,0,3,1.0,4,1,39.6875,True,False,True
165,166,1,3,9.0,0,2,20.525,True,False,True
166,167,1,1,28.0,0,1,55.0,False,False,True
167,168,0,3,45.0,1,4,27.9,False,False,True
168,169,0,1,28.0,0,0,25.925,True,False,True
169,170,0,3,28.0,0,0,56.4958,True,False,True
170,171,0,1,61.0,0,0,33.5,True,False,True
171,172,0,3,4.0,4,1,29.125,True,True,False
172,173,1,3,1.0,1,1,11.1333,False,False,True
173,174,0,3,21.0,0,0,7.925,True,False,True
174,175,0,1,56.0,0,0,30.6958,True,False,False
175,176,0,3,18.0,1,1,7.8542,True,False,True
176,177,0,3,28.0,3,1,25.4667,True,False,True
177,178,0,1,50.0,0,0,28.7125,False,False,False
178,179,0,2,30.0,0,0,13.0,True,False,True
179,180,0,3,36.0,0,0,0.0,True,False,True
180,181,0,3,28.0,8,2,69.55,False,False,True
181,182,0,2,28.0,0,0,15.05,True,False,False
182,183,0,3,9.0,4,2,31.3875,True,False,True
183,184,1,2,1.0,2,1,39.0,True,False,True
184,185,1,3,4.0,0,2,22.025,False,False,True
185,186,0,1,28.0,0,0,50.0,True,False,True
186,187,1,3,28.0,1,0,15.5,False,True,False
187,188,1,1,45.0,0,0,26.55,True,False,True
188,189,0,3,40.0,1,1,15.5,True,True,False
189,190,0,3,36.0,0,0,7.8958,True,False,True
190,191,1,2,32.0,0,0,13.0,False,False,True
191,192,0,2,19.0,0,0,13.0,True,False,True
192,193,1,3,19.0,1,0,7.8542,False,False,True
193,194,1,2,3.0,1,1,26.0,True,False,True
194,195,1,1,44.0,0,0,27.7208,False,False,False
195,196,1,1,58.0,0,0,146.5208,False,False,False
196,197,0,3,28.0,0,0,7.75,True,True,False
197,198,0,3,42.0,0,1,8.4042,True,False,True
198,199,1,3,28.0,0,0,7.75,False,True,False
199,200,0,2,24.0,0,0,13.0,False,False,True
200,201,0,3,28.0,0,0,9.5,True,False,True
201,202,0,3,28.0,8,2,69.55,True,False,True
202,203,0,3,34.0,0,0,6.4958,True,False,True
203,204,0,3,45.5,0,0,7.225,True,False,False
204,205,1,3,18.0,0,0,8.05,True,False,True
205,206,0,3,2.0,0,1,10.4625,False,False,True
206,207,0,3,32.0,1,0,15.85,True,False,True
207,208,1,3,26.0,0,0,18.7875,True,False,False
208,209,1,3,16.0,0,0,7.75,False,True,False
209,210,1,1,40.0,0,0,31.0,True,False,False
210,211,0,3,24.0,0,0,7.05,True,False,True
211,212,1,2,35.0,0,0,21.0,False,False,True
212,213,0,3,22.0,0,0,7.25,True,False,True
213,214,0,2,30.0,0,0,13.0,True,False,True
214,215,0,3,28.0,1,0,7.75,True,True,False
215,216,1,1,31.0,1,0,113.275,False,False,False
216,217,1,3,27.0,0,0,7.925,False,False,True
217,218,0,2,42.0,1,0,27.0,True,False,True
218,219,1,1,32.0,0,0,76.2917,False,False,False
219,220,0,2,30.0,0,0,10.5,True,False,True
220,221,1,3,16.0,0,0,8.05,True,False,True
221,222,0,2,27.0,0,0,13.0,True,False,True
222,223,0,3,51.0,0,0,8.05,True,False,True
223,224,0,3,28.0,0,0,7.8958,True,False,True
224,225,1,1,38.0,1,0,90.0,True,False,True
225,226,0,3,22.0,0,0,9.35,True,False,True
226,227,1,2,19.0,0,0,10.5,True,False,True
227,228,0,3,20.5,0,0,7.25,True,False,True
228,229,0,2,18.0,0,0,13.0,True,False,True
229,230,0,3,28.0,3,1,25.4667,False,False,True
230,231,1,1,35.0,1,0,83.475,False,False,True
231,232,0,3,29.0,0,0,7.775,True,False,True
232,233,0,2,59.0,0,0,13.5,True,False,True
233,234,1,3,5.0,4,2,31.3875,False,False,True
234,235,0,2,24.0,0,0,10.5,True,False,True
235,236,0,3,28.0,0,0,7.55,False,False,True
236,237,0,2,44.0,1,0,26.0,True,False,True
237,238,1,2,8.0,0,2,26.25,False,False,True
238,239,0,2,19.0,0,0,10.5,True,False,True
239,240,0,2,33.0,0,0,12.275,True,False,True
240,241,0,3,28.0,1,0,14.4542,False,False,False
241,242,1,3,28.0,1,0,15.5,False,True,False
242,243,0,2,29.0,0,0,10.5,True,False,True
243,244,0,3,22.0,0,0,7.125,True,False,True
244,245,0,3,30.0,0,0,7.225,True,False,False
245,246,0,1,44.0,2,0,90.0,True,True,False
246,247,0,3,25.0,0,0,7.775,False,False,True
247,248,1,2,24.0,0,2,14.5,False,False,True
248,249,1,1,37.0,1,1,52.5542,True,False,True
249,250,0,2,54.0,1,0,26.0,True,False,True
250,251,0,3,28.0,0,0,7.25,True,False,True
251,252,0,3,29.0,1,1,10.4625,False,False,True
252,253,0,1,62.0,0,0,26.55,True,False,True
253,254,0,3,30.0,1,0,16.1,True,False,True
254,255,0,3,41.0,0,2,20.2125,False,False,True
255,256,1,3,29.0,0,2,15.2458,False,False,False
256,257,1,1,28.0,0,0,79.2,False,False,False
257,258,1,1,30.0,0,0,86.5,False,False,True
258,259,1,1,35.0,0,0,512.3292,False,False,False
259,260,1,2,50.0,0,1,26.0,False,False,True
260,261,0,3,28.0,0,0,7.75,True,True,False
261,262,1,3,3.0,4,2,31.3875,True,False,True
262,263,0,1,52.0,1,1,79.65,True,False,True
263,264,0,1,40.0,0,0,0.0,True,False,True
264,265,0,3,28.0,0,0,7.75,False,True,False
265,266,0,2,36.0,0,0,10.5,True,False,True
266,267,0,3,16.0,4,1,39.6875,True,False,True
267,268,1,3,25.0,1,0,7.775,True,False,True
268,269,1,1,58.0,0,1,153.4625,False,False,True
269,270,1,1,35.0,0,0,135.6333,False,False,True
270,271,0,1,28.0,0,0,31.0,True,False,True
271,272,1,3,25.0,0,0,0.0,True,False,True
272,273,1,2,41.0,0,1,19.5,False,False,True
273,274,0,1,37.0,0,1,29.7,True,False,False
274,275,1,3,28.0,0,0,7.75,False,True,False
275,276,1,1,63.0,1,0,77.9583,False,False,True
276,277,0,3,45.0,0,0,7.75,False,False,True
277,278,0,2,28.0,0,0,0.0,True,False,True
278,279,0,3,7.0,4,1,29.125,True,True,False
279,280,1,3,35.0,1,1,20.25,False,False,True
280,281,0,3,65.0,0,0,7.75,True,True,False
281,282,0,3,28.0,0,0,7.8542,True,False,True
282,283,0,3,16.0,0,0,9.5,True,False,True
283,284,1,3,19.0,0,0,8.05,True,False,True
284,285,0,1,28.0,0,0,26.0,True,False,True
285,286,0,3,33.0,0,0,8.6625,True,False,False
286,287,1,3,30.0,0,0,9.5,True,False,True
287,288,0,3,22.0,0,0,7.8958,True,False,True
288,289,1,2,42.0,0,0,13.0,True,False,True
289,290,1,3,22.0,0,0,7.75,False,True,False
290,291,1,1,26.0,0,0,78.85,False,False,True
291,292,1,1,19.0,1,0,91.0792,False,False,False
292,293,0,2,36.0,0,0,12.875,True,False,False
293,294,0,3,24.0,0,0,8.85,False,False,True
294,295,0,3,24.0,0,0,7.8958,True,False,True
295,296,0,1,28.0,0,0,27.7208,True,False,False
296,297,0,3,23.5,0,0,7.2292,True,False,False
297,298,0,1,2.0,1,2,151.55,False,False,True
298,299,1,1,28.0,0,0,30.5,True,False,True
299,300,1,1,50.0,0,1,247.5208,False,False,False
300,301,1,3,28.0,0,0,7.75,False,True,False
301,302,1,3,28.0,2,0,23.25,True,True,False
302,303,0,3,19.0,0,0,0.0,True,False,True
303,304,1,2,28.0,0,0,12.35,False,True,False
304,305,0,3,28.0,0,0,8.05,True,False,True
305,306,1,1,0.92,1,2,151.55,True,False,True
306,307,1,1,28.0,0,0,110.8833,False,False,False
307,308,1,1,17.0,1,0,108.9,False,False,False
308,309,0,2,30.0,1,0,24.0,True,False,False
309,310,1,1,30.0,0,0,56.9292,False,False,False
310,311,1,1,24.0,0,0,83.1583,False,False,False
311,312,1,1,18.0,2,2,262.375,False,False,False
312,313,0,2,26.0,1,1,26.0,False,False,True
313,314,0,3,28.0,0,0,7.8958,True,False,True
314,315,0,2,43.0,1,1,26.25,True,False,True
315,316,1,3,26.0,0,0,7.8542,False,False,True
316,317,1,2,24.0,1,0,26.0,False,False,True
317,318,0,2,54.0,0,0,14.0,True,False,True
318,319,1,1,31.0,0,2,164.8667,False,False,True
319,320,1,1,40.0,1,1,134.5,False,False,False
320,321,0,3,22.0,0,0,7.25,True,False,True
321,322,0,3,27.0,0,0,7.8958,True,False,True
322,323,1,2,30.0,0,0,12.35,False,True,False
323,324,1,2,22.0,1,1,29.0,False,False,True
324,325,0,3,28.0,8,2,69.55,True,False,True
325,326,1,1,36.0,0,0,135.6333,False,False,False
326,327,0,3,61.0,0,0,6.2375,True,False,True
327,328,1,2,36.0,0,0,13.0,False,False,True
328,329,1,3,31.0,1,1,20.525,False,False,True
329,330,1,1,16.0,0,1,57.9792,False,False,False
330,331,1,3,28.0,2,0,23.25,False,True,False
331,332,0,1,45.5,0,0,28.5,True,False,True
332,333,0,1,38.0,0,1,153.4625,True,False,True
333,334,0,3,16.0,2,0,18.0,True,False,True
334,335,1,1,28.0,1,0,133.65,False,False,True
335,336,0,3,28.0,0,0,7.8958,True,False,True
336,337,0,1,29.0,1,0,66.6,True,False,True
337,338,1,1,41.0,0,0,134.5,False,False,False
338,339,1,3,45.0,0,0,8.05,True,False,True
339,340,0,1,45.0,0,0,35.5,True,False,True
340,341,1,2,2.0,1,1,26.0,True,False,True
341,342,1,1,24.0,3,2,263.0,False,False,True
342,343,0,2,28.0,0,0,13.0,True,False,True
343,344,0,2,25.0,0,0,13.0,True,False,True
344,345,0,2,36.0,0,0,13.0,True,False,True
345,346,1,2,24.0,0,0,13.0,False,False,True
346,347,1,2,40.0,0,0,13.0,False,False,True
347,348,1,3,28.0,1,0,16.1,False,False,True
348,349,1,3,3.0,1,1,15.9,True,False,True
349,350,0,3,42.0,0,0,8.6625,True,False,True
350,351,0,3,23.0,0,0,9.225,True,False,True
351,352,0,1,28.0,0,0,35.0,True,False,True
352,353,0,3,15.0,1,1,7.2292,True,False,False
353,354,0,3,25.0,1,0,17.8,True,False,True
354,355,0,3,28.0,0,0,7.225,True,False,False
355,356,0,3,28.0,0,0,9.5,True,False,True
356,357,1,1,22.0,0,1,55.0,False,False,True
357,358,0,2,38.0,0,0,13.0,False,False,True
358,359,1,3,28.0,0,0,7.8792,False,True,False
359,360,1,3,28.0,0,0,7.8792,False,True,False
360,361,0,3,40.0,1,4,27.9,True,False,True
361,362,0,2,29.0,1,0,27.7208,True,False,False
362,363,0,3,45.0,0,1,14.4542,False,False,False
363,364,0,3,35.0,0,0,7.05,True,False,True
364,365,0,3,28.0,1,0,15.5,True,True,False
365,366,0,3,30.0,0,0,7.25,True,False,True
366,367,1,1,60.0,1,0,75.25,False,False,False
367,368,1,3,28.0,0,0,7.2292,False,False,False
368,369,1,3,28.0,0,0,7.75,False,True,False
369,370,1,1,24.0,0,0,69.3,False,False,False
370,371,1,1,25.0,1,0,55.4417,True,False,False
371,372,0,3,18.0,1,0,6.4958,True,False,True
372,373,0,3,19.0,0,0,8.05,True,False,True
373,374,0,1,22.0,0,0,135.6333,True,False,False
374,375,0,3,3.0,3,1,21.075,False,False,True
375,376,1,1,28.0,1,0,82.1708,False,False,False
376,377,1,3,22.0,0,0,7.25,False,False,True
377,378,0,1,27.0,0,2,211.5,True,False,False
378,379,0,3,20.0,0,0,4.0125,True,False,False
379,380,0,3,19.0,0,0,7.775,True,False,True
380,381,1,1,42.0,0,0,227.525,False,False,False
381,382,1,3,1.0,0,2,15.7417,False,False,False
382,383,0,3,32.0,0,0,7.925,True,False,True
383,384,1,1,35.0,1,0,52.0,False,False,True
384,385,0,3,28.0,0,0,7.8958,True,False,True
385,386,0,2,18.0,0,0,73.5,True,False,True
386,387,0,3,1.0,5,2,46.9,True,False,True
387,388,1,2,36.0,0,0,13.0,False,False,True
388,389,0,3,28.0,0,0,7.7292,True,True,False
389,390,1,2,17.0,0,0,12.0,False,False,False
390,391,1,1,36.0,1,2,120.0,True,False,True
391,392,1,3,21.0,0,0,7.7958,True,False,True
392,393,0,3,28.0,2,0,7.925,True,False,True
393,394,1,1,23.0,1,0,113.275,False,False,False
394,395,1,3,24.0,0,2,16.7,False,False,True
395,396,0,3,22.0,0,0,7.7958,True,False,True
396,397,0,3,31.0,0,0,7.8542,False,False,True
397,398,0,2,46.0,0,0,26.0,True,False,True
398,399,0,2,23.0,0,0,10.5,True,False,True
399,400,1,2,28.0,0,0,12.65,False,False,True
400,401,1,3,39.0,0,0,7.925,True,False,True
401,402,0,3,26.0,0,0,8.05,True,False,True
402,403,0,3,21.0,1,0,9.825,False,False,True
403,404,0,3,28.0,1,0,15.85,True,False,True
404,405,0,3,20.0,0,0,8.6625,False,False,True
405,406,0,2,34.0,1,0,21.0,True,False,True
406,407,0,3,51.0,0,0,7.75,True,False,True
407,408,1,2,3.0,1,1,18.75,True,False,True
408,409,0,3,21.0,0,0,7.775,True,False,True
409,410,0,3,28.0,3,1,25.4667,False,False,True
410,411,0,3,28.0,0,0,7.8958,True,False,True
411,412,0,3,28.0,0,0,6.8583,True,True,False
412,413,1,1,33.0,1,0,90.0,False,True,False
413,414,0,2,28.0,0,0,0.0,True,False,True
414,415,1,3,44.0,0,0,7.925,True,False,True
415,416,0,3,28.0,0,0,8.05,False,False,True
416,417,1,2,34.0,1,1,32.5,False,False,True
417,418,1,2,18.0,0,2,13.0,False,False,True
418,419,0,2,30.0,0,0,13.0,True,False,True
419,420,0,3,10.0,0,2,24.15,False,False,True
420,421,0,3,28.0,0,0,7.8958,True,False,False
421,422,0,3,21.0,0,0,7.7333,True,True,False
422,423,0,3,29.0,0,0,7.875,True,False,True
423,424,0,3,28.0,1,1,14.4,False,False,True
424,425,0,3,18.0,1,1,20.2125,True,False,True
425,426,0,3,28.0,0,0,7.25,True,False,True
426,427,1,2,28.0,1,0,26.0,False,False,True
427,428,1,2,19.0,0,0,26.0,False,False,True
428,429,0,3,28.0,0,0,7.75,True,True,False
429,430,1,3,32.0,0,0,8.05,True,False,True
430,431,1,1,28.0,0,0,26.55,True,False,True
431,432,1,3,28.0,1,0,16.1,False,False,True
432,433,1,2,42.0,1,0,26.0,False,False,True
433,434,0,3,17.0,0,0,7.125,True,False,True
434,435,0,1,50.0,1,0,55.9,True,False,True
435,436,1,1,14.0,1,2,120.0,False,False,True
436,437,0,3,21.0,2,2,34.375,False,False,True
437,438,1,2,24.0,2,3,18.75,False,False,True
438,439,0,1,64.0,1,4,263.0,True,False,True
439,440,0,2,31.0,0,0,10.5,True,False,True
440,441,1,2,45.0,1,1,26.25,False,False,True
441,442,0,3,20.0,0,0,9.5,True,False,True
442,443,0,3,25.0,1,0,7.775,True,False,True
443,444,1,2,28.0,0,0,13.0,False,False,True
444,445,1,3,28.0,0,0,8.1125,True,False,True
445,446,1,1,4.0,0,2,81.8583,True,False,True
446,447,1,2,13.0,0,1,19.5,False,False,True
447,448,1,1,34.0,0,0,26.55,True,False,True
448,449,1,3,5.0,2,1,19.2583,False,False,False
449,450,1,1,52.0,0,0,30.5,True,False,True
450,451,0,2,36.0,1,2,27.75,True,False,True
451,452,0,3,28.0,1,0,19.9667,True,False,True
452,453,0,1,30.0,0,0,27.75,True,False,False
453,454,1,1,49.0,1,0,89.1042,True,False,False
454,455,0,3,28.0,0,0,8.05,True,False,True
455,456,1,3,29.0,0,0,7.8958,True,False,False
456,457,0,1,65.0,0,0,26.55,True,False,True
457,458,1,1,28.0,1,0,51.8625,False,False,True
458,459,1,2,50.0,0,0,10.5,False,False,True
459,460,0,3,28.0,0,0,7.75,True,True,False
460,461,1,1,48.0,0,0,26.55,True,False,True
461,462,0,3,34.0,0,0,8.05,True,False,True
462,463,0,1,47.0,0,0,38.5,True,False,True
463,464,0,2,48.0,0,0,13.0,True,False,True
464,465,0,3,28.0,0,0,8.05,True,False,True
465,466,0,3,38.0,0,0,7.05,True,False,True
466,467,0,2,28.0,0,0,0.0,True,False,True
467,468,0,1,56.0,0,0,26.55,True,False,True
468,469,0,3,28.0,0,0,7.725,True,True,False
469,470,1,3,0.75,2,1,19.2583,False,False,False
470,471,0,3,28.0,0,0,7.25,True,False,True
471,472,0,3,38.0,0,0,8.6625,True,False,True
472,473,1,2,33.0,1,2,27.75,False,False,True
473,474,1,2,23.0,0,0,13.7917,False,False,False
474,475,0,3,22.0,0,0,9.8375,False,False,True
475,476,0,1,28.0,0,0,52.0,True,False,True
476,477,0,2,34.0,1,0,21.0,True,False,True
477,478,0,3,29.0,1,0,7.0458,True,False,True
478,479,0,3,22.0,0,0,7.5208,True,False,True
479,480,1,3,2.0,0,1,12.2875,False,False,True
480,481,0,3,9.0,5,2,46.9,True,False,True
481,482,0,2,28.0,0,0,0.0,True,False,True
482,483,0,3,50.0,0,0,8.05,True,False,True
483,484,1,3,63.0,0,0,9.5875,False,False,True
484,485,1,1,25.0,1,0,91.0792,True,False,False
485,486,0,3,28.0,3,1,25.4667,False,False,True
486,487,1,1,35.0,1,0,90.0,False,False,True
487,488,0,1,58.0,0,0,29.7,True,False,False
488,489,0,3,30.0,0,0,8.05,True,False,True
489,490,1,3,9.0,1,1,15.9,True,False,True
490,491,0,3,28.0,1,0,19.9667,True,False,True
491,492,0,3,21.0,0,0,7.25,True,False,True
492,493,0,1,55.0,0,0,30.5,True,False,True
493,494,0,1,71.0,0,0,49.5042,True,False,False
494,495,0,3,21.0,0,0,8.05,True,False,True
495,496,0,3,28.0,0,0,14.4583,True,False,False
496,497,1,1,54.0,1,0,78.2667,False,False,False
497,498,0,3,28.0,0,0,15.1,True,False,True
498,499,0,1,25.0,1,2,151.55,False,False,True
499,500,0,3,24.0,0,0,7.7958,True,False,True
500,501,0,3,17.0,0,0,8.6625,True,False,True
501,502,0,3,21.0,0,0,7.75,False,True,False
502,503,0,3,28.0,0,0,7.6292,False,True,False
503,504,0,3,37.0,0,0,9.5875,False,False,True
504,505,1,1,16.0,0,0,86.5,False,False,True
505,506,0,1,18.0,1,0,108.9,True,False,False
506,507,1,2,33.0,0,2,26.0,False,False,True
507,508,1,1,28.0,0,0,26.55,True,False,True
508,509,0,3,28.0,0,0,22.525,True,False,True
509,510,1,3,26.0,0,0,56.4958,True,False,True
510,511,1,3,29.0,0,0,7.75,True,True,False
511,512,0,3,28.0,0,0,8.05,True,False,True
512,513,1,1,36.0,0,0,26.2875,True,False,True
513,514,1,1,54.0,1,0,59.4,False,False,False
514,515,0,3,24.0,0,0,7.4958,True,False,True
515,516,0,1,47.0,0,0,34.0208,True,False,True
516,517,1,2,34.0,0,0,10.5,False,False,True
517,518,0,3,28.0,0,0,24.15,True,True,False
518,519,1,2,36.0,1,0,26.0,False,False,True
519,520,0,3,32.0,0,0,7.8958,True,False,True
520,521,1,1,30.0,0,0,93.5,False,False,True
521,522,0,3,22.0,0,0,7.8958,True,False,True
522,523,0,3,28.0,0,0,7.225,True,False,False
523,524,1,1,44.0,0,1,57.9792,False,False,False
524,525,0,3,28.0,0,0,7.2292,True,False,False
525,526,0,3,40.5,0,0,7.75,True,True,False
526,527,1,2,50.0,0,0,10.5,False,False,True
