num_links,num_words,has_offer,sender_score,all_caps,is_spam
3,78,0,0.8914237541252459,0,0
1,78,1,0.7287717049418446,0,0
2,109,0,0.7297373612383424,0,0
4,158,0,0.369814623331161,0,1
1,103,0,0.9202834499914675,0,0
1,84,1,0.8673510221686954,0,0
0,96,0,0.7376038153613234,0,0
1,77,0,0.9069598313270681,0,0
4,119,0,0.7831092165313038,0,0
5,142,0,0.44051923990681546,0,0
2,63,0,0.505881154859015,0,0
0,161,1,0.6878769590690995,0,0
3,144,0,0.36170959260879165,0,0
0,71,0,0.9244867553355935,0,0
2,181,1,0.6568899712679744,0,0
4,141,0,0.7273860341038363,0,0
1,174,1,0.5037021868997787,1,0
5,31,1,0.8292994772614847,0,1
5,57,1,0.6714571619043698,0,1
1,109,1,0.6347836195423704,0,0
1,187,1,0.9821906509820708,0,0
2,123,0,0.9618865722706613,0,0
1,168,1,0.8499433969210421,0,0
0,179,0,0.7418109926660225,0,0
2,108,1,0.5967820304228959,0,0
2,31,0,0.6422343409495357,0,0
1,108,0,0.6330494457745427,0,0
0,173,1,0.7784341172678639,0,0
2,55,0,0.6936545632852168,0,0
3,35,0,0.698639750881593,0,0
1,181,0,1.0,0,0
1,132,0,0.9287444730729992,1,0
0,171,0,0.5437612167819847,0,0
4,186,0,0.7593954005763041,0,1
0,176,0,0.5448541255272488,0,0
1,178,1,0.8205409869572782,0,0
2,82,1,1.0,0,0
4,62,0,0.6287880809270073,0,0
1,38,1,0.8581195537795999,0,0
1,157,0,1.0,0,0
0,75,0,0.6727535551186257,0,0
0,62,1,0.7988605154520984,0,0
0,67,0,1.0,1,0
3,59,1,0.5127878645851717,1,1
2,53,0,0.4926647857031944,0,0
1,129,1,0.4511470842116535,1,1
2,132,0,0.8509907729072964,0,0
2,132,1,0.497372463607483,0,0
2,148,0,0.8119695975540514,0,0
0,38,0,0.9719228508608506,0,0
1,20,0,0.5676243912742233,0,0
3,139,0,0.5475832123485792,0,0
2,107,0,0.8339840693597609,0,0
4,172,1,0.7095721412647451,0,1
0,122,1,0.22742035435163716,0,1
0,103,1,1.0,0,0
0,47,1,0.810399580894142,0,0
0,126,1,0.6239266207801608,0,0
1,64,1,0.615825929933504,0,0
2,43,1,0.8400542340331639,0,0
2,63,1,0.6910241887812956,0,0
5,149,0,0.711449789394578,0,0
0,170,0,0.7301419211454107,0,0
4,97,0,0.5361898707781401,0,0
3,81,0,0.6278498735420776,0,0
3,162,0,0.6623349052593971,1,1
3,179,1,0.5478723328781007,0,1
2,23,0,0.7549449194890241,0,0
1,145,0,0.7968660659171002,0,0
3,50,1,1.0,0,1
2,78,0,0.5478054304017931,0,0
1,20,0,0.8780914190153989,0,0
3,88,0,0.9849861051337643,0,0
1,33,0,0.8899177549898234,0,0
2,42,0,0.6003861330332269,0,0
1,127,0,0.63814528051292,0,0
0,133,0,1.0,0,0
2,137,1,0.6627020525179753,0,0
0,163,1,0.6939745651197421,0,0
1,156,0,0.6026583631472475,0,0
2,138,1,0.854763671681949,0,0
0,117,0,0.20783785047180575,0,0
2,178,0,0.5379987734217619,0,0
4,64,0,0.5040209491175205,0,0
0,145,1,1.0,0,0
2,154,0,0.7464427033519598,0,0
1,76,0,0.6596494266340645,0,0
1,83,0,0.659197472556054,1,0
1,21,1,0.42368762004542926,0,0
0,25,0,0.9712390093726535,0,0
0,127,1,0.6297265881834009,0,0
4,80,0,0.8186234109999435,0,1
2,181,0,0.5686978485372398,0,0
1,36,0,0.6880076450672841,0,0
1,45,0,0.5162256649258915,0,0
3,95,0,0.6503915927628631,0,0
3,167,0,0.9081564750775823,0,0
2,60,0,0.7211643134921449,0,0
2,129,0,0.7748249127224895,0,0
3,118,0,0.7125302762988897,0,0
1,118,0,1.0,0,0
0,73,0,0.5366921117300623,1,0
1,176,0,0.6723802497803641,0,0
1,67,0,0.7375815863602623,0,0
4,114,1,0.5008067243521308,0,1
2,109,0,0.7252927584913206,0,0
5,169,0,0.7059289985163167,0,0
2,91,0,0.7227824315643864,0,0
0,123,1,0.7236591388290671,0,0
3,152,0,0.5656801800596983,0,0
2,71,1,0.3750852553197617,1,1
3,20,0,0.7366163288527968,0,0
1,64,0,0.5213243944434386,0,0
8,137,0,0.681511005489199,0,0
1,59,0,0.5503115150155933,0,0
2,30,0,0.40384851593647786,0,0
2,145,1,0.7721268281512413,0,0
0,199,1,0.8400699732243715,0,0
3,115,0,0.9206576863329883,0,1
4,154,0,0.6105898130535213,0,0
0,198,0,0.7079380004971365,0,0
0,168,1,0.7681249588273078,1,1
3,58,0,0.9042444516031194,0,0
0,63,1,0.3499854030689106,0,1
0,76,0,0.4062560611131592,0,0
1,60,0,0.977657170330305,0,0
1,58,0,0.36298707156175697,0,0
2,167,0,0.8834738640631872,0,0
2,41,0,0.966202272577078,0,0
2,176,0,0.8606803263475316,0,0
2,65,1,0.49935526192912527,0,0
2,22,0,0.5216383018660389,0,0
1,152,0,0.6884832760458733,0,0
1,75,0,1.0,1,0
0,86,0,1.0,0,0
0,108,0,0.7597866595485896,0,0
0,179,0,0.3811225282229183,0,0
0,116,0,0.7324618755607856,0,0
1,128,0,0.6584500907031319,0,0
2,60,0,0.7045491894335344,0,0
1,48,0,0.36871388618156176,0,0
0,122,0,0.7487671616090142,0,0
0,130,0,0.39933755905429474,0,0
0,128,0,0.19400375488013422,0,0
1,30,0,0.7448805192063173,0,0
0,114,0,1.0,0,0
0,151,0,0.5328729932468006,1,0
1,112,0,0.6054435634262145,0,0
1,73,0,0.8791499370388162,0,0
1,140,0,0.9325270145505418,0,0
2,21,1,0.7211044989201105,0,0
2,119,1,0.5583168376215535,1,1
2,97,0,0.9652234164009342,0,0
0,67,0,0.45394836002532357,0,0
0,87,0,0.5957672171339911,0,0
1,63,0,0.8176560310598227,0,0
2,147,0,0.38626266102479095,0,0
1,113,1,0.7776672999391093,1,0
1,102,0,0.9277239584417758,0,0
3,38,0,1.0,0,0
2,191,0,0.6219863358023785,0,0
1,178,0,0.6119708501874214,0,0
0,81,1,0.842992009256344,0,0
1,162,0,0.576439248943772,0,0
1,176,0,0.638253182844755,0,0
4,86,0,0.7644208270097261,0,0
0,105,1,0.7744601125363859,0,0
3,194,0,0.31857691412285094,0,0
0,103,0,0.4667185068469649,0,0
1,144,0,0.33339734593874054,0,0
2,26,0,0.36644522477547503,0,0
2,148,0,0.4762579222843326,0,0
0,41,0,0.6555471964684796,0,0
0,76,0,0.6749057688839628,0,0
1,113,1,0.26964824171552576,0,0
0,144,0,0.513365098589483,0,0
1,92,1,0.3963592449363488,0,1
1,46,0,0.6599538467658769,0,0
1,57,0,0.5687480720992252,0,0
1,147,0,0.9517069786237649,0,0
4,95,0,0.6721066383180653,0,0
0,160,0,0.5786008650054014,0,0
3,116,0,0.6475420829493821,0,0
1,162,0,0.5712718503209474,0,0
0,99,1,0.9682884274642263,1,0
1,117,1,0.6329506002712597,0,0
1,67,0,0.79120947081512,0,0
0,34,1,0.8579330662545672,0,0
1,118,0,0.5678048791556427,0,0
1,59,0,0.33927255959330066,0,0
2,49,0,0.6038584047889177,0,0
1,131,0,0.827459995562576,0,0
0,42,0,0.36090264886597967,0,0
3,28,0,0.7505615676791733,0,0
3,179,0,0.8679464648869638,0,0
1,54,0,0.9783227157687409,1,0
3,68,0,0.8355642315253773,0,0
2,115,1,0.7585404412809359,0,0
0,192,0,0.7372159879237432,0,0
3,35,1,0.45841728811812554,0,1
1,51,0,0.5106897672609562,0,0
0,44,0,0.35355570100761907,1,1
0,113,0,0.7143889317038719,0,0
3,56,0,0.7881442107579621,0,0
3,56,0,0.7235416576644994,0,0
1,182,0,0.7567355754176935,0,0
2,64,0,0.8519331976457882,0,0
1,155,0,0.43457710151009565,0,0
1,194,0,0.7125690850037295,0,0
2,55,1,0.7493007795089007,0,0
2,137,0,0.6062174521285033,0,0
0,101,0,0.27485022816807225,0,0
4,122,1,0.4951600515976512,0,0
0,157,0,0.5983465238234011,0,0
1,20,1,0.7299194456459464,1,0
1,162,0,0.7066914689916146,0,0
3,115,0,1.0,0,0
1,111,1,0.8887342738157281,0,0
1,106,0,0.6953960409478492,0,0
2,150,1,0.724235970224997,0,0
1,134,0,0.9541354281225782,0,0
3,51,0,0.96181642086796,0,0
1,167,0,0.7668188801313284,0,0
0,75,1,1.0,0,0
2,97,0,0.5204008006463536,0,0
2,118,1,0.6942297466074563,0,0
2,123,0,1.0,0,0
0,61,0,0.8420565071327054,0,0
5,92,0,0.6718068721652863,0,0
0,79,1,0.7207873447383328,0,0
2,194,1,0.7359287500911863,0,0
4,171,0,1.0,0,0
2,60,1,0.8608396798785657,1,0
4,23,1,0.6842560652861748,0,1
0,95,0,0.364793916810233,0,0
2,198,0,0.55466135683026,0,0
1,20,0,0.7120130840624093,0,0
2,33,0,0.6740789820995723,0,0
2,157,0,0.919172461721947,0,0
1,116,1,0.6537293927703806,0,0
0,183,0,0.8677338472418947,0,0
0,61,1,0.40558508299436774,0,0
1,141,1,0.5951033108088312,0,0
2,67,1,0.8389359187389298,0,0
1,37,0,1.0,0,0
1,108,0,0.6715969758767867,0,0
1,95,1,0.8657584954647675,0,0
1,79,0,0.9672292446459514,0,0
3,175,1,0.8906403327110716,0,0
1,28,0,0.849654672365452,0,0
1,171,0,0.6292080251410456,1,0
0,167,1,1.0,0,0
0,46,0,0.4363932892271919,0,0
2,120,1,0.44661255191465676,0,0
2,187,0,1.0,0,0
1,102,0,0.77232397982212,0,0
1,73,0,0.4524040052995051,0,0
0,105,0,0.4132784190943766,0,0
3,101,0,0.40484276875004116,0,0
2,162,1,1.0,1,1
0,116,0,0.6837510016261829,0,0
2,122,0,0.5965389285188291,0,0
0,198,1,1.0,0,0
1,59,0,0.7502552673262565,0,0
0,190,0,0.6345147079185517,0,0
0,83,0,0.912174641401857,0,0
1,154,0,0.8195416576160708,0,0
1,21,1,0.82009152902652,0,0
0,49,0,0.6459564511474916,0,0
1,71,0,0.5209314249947247,0,0
3,120,0,0.49790619147229,0,0
0,122,0,0.720581866795091,0,0
2,52,0,0.7015053777892313,0,0
0,28,0,0.7965616761217671,1,0
0,30,0,0.6150360489641201,0,0
0,143,0,0.9560613459673055,0,0
0,95,0,0.4348913592250597,0,0
2,157,0,0.7836097659319864,0,0
2,73,0,0.5181037624352194,0,0
2,94,1,0.6513658803477647,0,0
2,116,0,0.5158527486490441,0,0
1,167,1,0.6264724452359336,0,0
2,24,0,0.4859418883901835,0,0
4,43,1,0.4998334169032785,0,1
0,179,1,0.8927528614532919,0,0
1,50,1,0.42211388141561773,0,0
1,125,0,0.8299915720540421,0,0
0,63,1,0.8703661115524588,0,0
3,166,0,0.8460828447214818,0,0
1,43,0,0.694674076040729,1,0
1,137,1,0.48158314674246727,0,0
1,31,1,0.39095633851722905,0,0
3,197,1,0.4639850387377666,1,1
0,104,1,0.46523586234833214,0,0
0,134,0,0.755000177664912,0,0
4,44,1,0.41689350381145934,0,1
0,198,0,0.6586543066426956,0,0
2,136,1,0.7080339746768972,0,0
1,161,0,0.6393871156091016,1,0
0,91,0,0.6458925487091687,0,0
1,48,1,0.9552738120265767,0,0
1,44,0,0.7999423500691928,0,0
1,106,0,0.8406086027356051,0,0
2,119,0,0.6256776411840315,1,0
2,159,0,0.8569053142211976,0,0
2,197,1,0.7607405177631482,0,0
0,159,0,0.7420353383040346,0,0
1,101,1,0.6217270506609756,0,0
0,119,0,0.7473592276914576,0,0
2,195,1,1.0,0,0
1,197,1,0.8207132954802788,0,0
0,38,0,1.0,1,0
3,131,0,0.3226108258749189,0,0
1,72,0,0.7144601822376091,0,0
2,54,1,0.8641944698737103,0,0
1,132,1,0.7773359284265998,0,0
0,174,0,0.8030040138715066,0,0
1,86,0,0.6222506933210762,0,0
2,70,1,0.9422598741267264,0,0
4,124,0,0.3798455605353733,0,0
2,166,0,0.6700812921756814,0,0
1,62,1,0.7248397599385316,0,0
2,54,1,0.5854380925329056,0,0
2,34,0,0.7055874362626843,0,0
2,163,0,0.3070501957272336,0,0
1,118,1,0.4407210409930218,1,0
6,88,0,0.9540478476738985,0,0
1,104,1,0.7486822790396839,0,1
1,188,1,0.624239902483234,0,0
0,49,0,0.8959514903916755,0,0
0,166,0,0.9774369380127286,0,0
2,107,0,1.0,1,0
0,65,0,0.32260828536735253,0,0
1,79,0,0.9765738958460459,1,0
2,98,0,0.4678068606420851,0,0
2,43,0,0.7603310008818738,0,0
0,183,0,0.8222656756518419,0,0
1,196,0,1.0,0,0
5,33,0,0.7938576370374149,1,0
2,58,0,0.7557978181298615,0,0
4,27,1,0.5324409911611534,0,1
2,195,0,0.36246886567926856,0,0
0,99,1,0.5272223075248572,0,0
1,100,0,0.9813201174748654,0,0
1,60,0,0.7065623472750497,0,0
0,54,0,1.0,0,0
0,73,1,0.5565144803009903,0,0
2,184,1,0.8570750482248937,0,0
1,199,1,0.7335527955863875,0,0
2,37,0,0.9590515610746106,0,0
3,40,0,0.6553364919702986,0,0
1,61,0,0.6744996642421223,0,0
2,84,1,0.9434236339714046,0,0
2,155,0,0.2820746212793826,0,0
1,133,1,0.671372972537421,1,0
0,120,0,0.36778494325023403,0,0
0,186,1,0.6941077639939814,0,0
2,80,1,0.6159204145201674,0,0
4,29,1,0.8204498731867114,0,1
2,26,1,0.7932439643516166,0,0
0,54,0,0.6428796254144202,0,0
1,110,0,0.5076537919443376,0,0
1,61,1,0.7156659833839341,0,0
2,107,0,0.9610088335969024,1,0
2,48,1,0.5039443978194855,0,0
5,174,0,0.39934925838175944,0,1
0,57,0,0.33136386919726635,0,0
1,21,0,0.3930714156125924,0,0
1,44,1,0.69854898927599,0,0
1,57,0,0.4189187471039915,0,0
0,78,0,0.62500889456864,0,0
1,125,0,0.792327192701489,0,0
2,26,0,0.2742875225914775,0,0
2,196,0,0.8973645195682883,0,0
2,127,0,0.9854896768958324,0,0
6,60,0,1.0,0,0
3,198,0,0.9948112109562101,0,0
0,124,0,1.0,0,0
2,113,1,0.7460107658198823,0,0
1,43,1,0.8612007482998454,0,0
2,55,0,0.6497644683187552,1,0
3,99,0,0.8325578073066107,0,0
1,157,0,0.7274959191897878,0,0
2,40,0,0.3674009383936312,0,0
3,46,1,0.3991436030906522,0,1
3,74,1,1.0,0,1
2,104,0,0.7310286949306115,0,0
2,152,0,0.9840653897866671,0,0
1,136,1,0.5866445585209297,0,0
0,78,0,0.5215076471464283,0,0
1,183,0,0.6828364478240612,0,0
1,93,0,0.8570364084160815,1,0
4,53,1,0.9784169721807434,1,1
1,71,0,0.7372450297772231,0,0
0,153,0,0.8307308530933728,0,0
1,161,0,0.6712699660717704,1,0
3,78,0,0.991164665318911,0,0
2,76,0,0.9942057640269804,0,0
0,139,0,0.542950398562491,0,0
2,56,0,0.7766151504029826,0,0
0,51,0,0.5008847133605222,0,0
2,39,0,0.8632539185231278,0,0
1,145,1,0.6211280143560646,0,0
2,100,0,0.54054431923273,0,0
2,128,1,0.29199803579079164,0,0
3,71,0,0.9166000976839832,0,0
0,107,0,0.7385619295192608,0,0
0,104,0,0.7502149125216265,0,0
2,195,0,0.8663618813351758,0,0
2,98,0,0.5476335798838952,0,0
5,158,0,0.5163588920984354,1,0
0,120,0,0.8098617692289917,1,0
0,177,1,0.9316231895440924,0,0
3,79,1,0.8064227026203844,0,1
0,165,0,1.0,0,0
0,139,0,0.8128786281955627,0,0
2,194,0,0.8019707244355263,0,0
1,145,1,0.8644449185672262,0,0
1,31,1,0.6536133745672791,0,1
2,197,0,0.451503037836747,0,0
0,121,1,0.7038020334958767,0,0
0,131,1,0.8427697708706159,0,0
1,59,1,0.5281049251753749,0,0
1,38,1,0.41878708421740835,0,0
3,106,0,0.5548017455590334,0,0
1,119,1,0.9670700585275618,0,0
2,174,0,0.7991300679896913,0,0
2,199,1,0.674803571694253,0,0
1,99,0,0.5064609364529604,0,0
1,26,1,0.755060132467996,0,0
0,96,1,0.737032037858677,0,0
1,74,0,0.7912511393467376,0,0
0,110,0,1.0,1,0
1,178,1,0.7987740634338911,0,0
3,158,1,0.5611851689700967,0,1
0,164,0,0.4229842788781321,0,0
0,85,1,0.5880934095978021,0,0
2,86,0,0.6086183463820355,0,0
1,117,1,0.865755721087591,0,0
4,133,0,0.5763691699293896,0,1
2,179,0,0.5016257046626278,0,0
3,171,0,0.8076083477226592,0,0
3,32,1,0.5762181184756195,0,1
0,169,0,0.8153117082186321,0,0
1,166,1,0.530796360119484,0,0
1,186,0,0.6056130311836003,0,0
2,40,0,0.5836086793668551,0,0
3,163,1,0.7822644262123387,0,1
1,154,0,0.6712149660069464,0,0
3,103,0,0.4556625707529849,0,0
1,131,0,0.43893140725255814,0,0
0,145,0,0.6368106500574938,0,0
1,97,0,0.4169120227437143,0,0
3,173,0,0.6171575913288233,0,0
1,105,0,0.751276851677027,0,0
1,124,1,0.4635055963376306,1,1
2,95,0,0.8696837751889068,0,0
4,132,0,0.9767183733556829,0,0
1,50,0,0.9166965608466314,0,0
1,123,0,0.8337626948871659,0,0
3,87,0,0.7843667890664187,0,0
2,187,0,0.7479760249246984,0,0
2,46,0,0.7739866146450057,0,0
2,156,0,0.5790043930951853,0,0
2,112,0,0.694982576189243,0,0
1,35,0,0.729720839625469,0,0
0,130,0,0.8282100814628155,0,0
2,132,1,0.3819834933958973,0,0
1,32,0,0.7422017006942446,0,0
1,79,0,0.9123903326520032,0,0
2,98,0,0.5794974054853834,0,0
0,156,0,0.6781086761673228,0,0
0,139,1,0.3273028077389557,0,1
1,144,0,0.7132760330890344,0,0
2,127,0,0.40226752221619405,0,0
2,51,0,0.5893287384354342,0,0
0,74,0,0.690231204282805,0,0
0,172,0,0.578636397454024,0,0
3,188,0,0.6671958884874725,0,0
3,45,0,0.7746596941728725,0,0
0,128,0,0.6923230040716428,0,0
1,176,0,0.7282495824733564,0,0
2,147,1,0.3260599932747352,0,0
0,101,0,0.6684696853256339,0,0
2,55,0,0.2559478956427446,0,0
1,116,1,0.6208211270346305,0,0
0,103,1,1.0,0,0
2,150,1,0.8872967554640903,0,0
4,78,0,0.4144813543500341,0,0
2,181,0,0.5913707797607021,0,0
0,25,0,0.6648064849889995,0,0
1,178,1,0.8012974951612388,0,0
0,179,0,0.8701194621949039,0,0
2,61,0,1.0,0,0
3,76,1,0.5091077403664783,0,1
4,92,1,0.7435966195303191,0,0
3,65,0,0.34736194940111775,1,0
3,131,0,0.7819600282884145,0,0
2,107,0,0.7985325722901297,0,0
0,75,0,0.7040098603585863,0,0
2,197,1,0.8307148148475704,1,1
4,142,0,0.5277651600123227,0,0
3,177,0,0.43609258324221617,0,0
4,183,1,0.5098605556544208,0,1
1,45,0,0.7740059207241123,0,0
1,69,0,0.9621052626769256,0,0
1,149,0,0.5282998194046372,0,0
2,125,1,0.5633183420101436,0,0
1,127,0,0.7230530512464608,0,0
1,26,1,1.0,0,0
0,174,0,0.6104692483124079,0,0
3,99,1,0.8928095635274156,0,0
2,68,0,0.6642939137317911,1,0
1,65,0,0.5919333637551624,0,0
1,173,0,0.4341251358448612,0,0
2,84,1,0.6392096641789589,0,0
5,21,0,0.8698542713765332,0,0
0,98,0,0.5260300219425269,0,0
0,83,1,0.719268887450303,0,0
2,119,0,0.5292481045978964,0,0
1,79,1,0.6164729311144228,1,0
2,108,0,0.39711313379885993,0,0
1,156,0,1.0,0,0
1,34,1,0.7612873012583122,0,0
2,184,0,0.6347124650095378,0,0
2,25,1,0.958152464472575,0,0
1,190,0,0.6819027867316507,0,0
0,64,0,0.7918248745349631,1,0
1,95,0,1.0,1,0
2,175,0,0.9947428180396245,0,0
1,199,0,0.4712869776397134,0,0
3,125,0,0.7025392557497165,0,0
0,182,0,0.9554161984600817,0,0
5,85,1,0.48373187708756615,0,1
0,173,0,0.6484428812607269,0,0
2,167,1,0.6411464407298495,0,0
2,148,1,0.8002188943209565,0,0
1,111,1,0.8605042918544632,0,1
3,49,0,0.9300129078452986,0,0
2,29,1,0.7165308428439999,0,0
0,128,0,0.4918491819028773,1,0
2,169,0,0.6290800933547988,0,0
0,48,1,0.48844585921692496,0,0
0,88,0,0.5635772976629281,0,0
2,155,0,0.8417882360861477,0,0
1,158,0,0.4129887463543297,0,0
3,173,0,0.5894420216871272,0,0
2,166,0,0.8781589126483728,0,0
3,166,1,0.836907904935552,0,1
0,177,0,0.5395350248930618,0,0
2,55,0,0.5200336606493559,1,0
0,189,0,1.0,0,0
0,28,0,0.7749578095725822,0,0
1,154,0,0.5374218149319963,0,0
1,37,0,0.6917832458867336,0,0
1,156,0,0.9172962294159543,0,0
1,153,0,0.5211920789773372,0,0
1,64,0,0.5170269064992434,0,0
3,169,0,0.7441225121883844,0,0
1,98,1,0.42954623507901796,0,0
4,106,0,0.5653486337552236,0,0
1,179,0,0.6129951992600798,0,0
2,140,1,0.1686123236886784,0,1
1,163,0,0.7166256944069562,0,0
1,149,1,0.8225072317647795,0,0
2,60,0,1.0,0,0
3,198,0,0.8193439342558086,1,0
1,33,0,0.4947823811543674,0,0
4,196,0,0.6096293235729132,0,0
1,196,0,1.0,0,0
1,46,0,0.7907763705267842,0,0
3,100,0,0.9096263996476055,0,0
1,186,0,0.5853247018518388,0,0
1,92,0,0.656773684597972,0,0
2,183,1,0.6862041361050609,0,0
1,29,1,0.8840693922410433,0,0
3,112,0,0.6143057859622844,0,0
2,151,0,0.8205416963964648,0,0
1,104,1,0.6998623133109255,0,0
4,120,1,0.4573743243775094,0,0
2,21,0,0.699424087595072,0,0
1,175,0,0.9208466959526893,0,0
3,108,0,0.7012204015867797,0,0
1,173,0,0.6342715884197447,0,0
4,140,1,0.9847436457479437,0,1
0,49,0,0.7779781715521253,0,0
1,28,0,0.4236753915438382,0,0
0,148,1,0.6422288953492704,1,1
1,75,0,0.7535718533293495,0,0
0,75,0,0.7470669198191581,0,0
0,80,1,0.8021924350804832,0,0
3,64,1,0.6677340067163537,0,1
1,160,0,0.6576236477599848,0,0
1,161,0,0.7028161642043534,0,0
1,157,0,0.8588966102409006,0,0
2,164,1,0.5631186996179893,0,0
0,164,1,0.6855878760131943,0,0
2,178,0,0.7495882679566753,0,0
1,193,0,0.5923720430527453,0,0
2,68,0,0.792479037137946,0,0
0,109,0,0.7697823536945381,0,0
0,119,0,0.2862305424709116,0,0
1,112,0,0.7067821780925826,0,0
1,37,0,0.9834516751124305,0,0
4,30,1,0.9992897493414056,0,1
2,115,0,0.8364953479075401,1,0
0,150,0,0.9540019676256419,0,0
2,123,0,0.6694015689708039,0,0
1,163,0,0.8139072873808517,0,0
3,156,0,0.7327658109327706,0,0
1,87,1,0.8337391433159758,0,0
0,192,1,1.0,0,0
1,21,1,0.9004636897218317,1,1
0,138,0,0.631503720259294,0,0
1,108,0,1.0,0,0
0,139,1,0.7495923329277044,0,0
2,41,0,0.8303652291168189,0,0
2,140,1,0.652784214478424,1,1
2,196,1,0.8474743423891737,0,0
0,168,0,0.7797954140834259,0,0
1,93,0,0.9263386375788123,0,0
2,106,0,0.5995264150262006,0,0
1,23,0,0.8901254134658204,0,0
5,77,1,0.21225710963291233,0,1
2,137,0,0.5768145138268189,1,0
1,45,0,0.43093406242456017,0,0
3,132,1,0.7674820401354192,0,1
3,186,0,0.8922733965472831,0,0
1,123,1,0.6981634189781645,0,0
3,148,0,0.9711440122740604,0,0
0,117,1,0.5451306627998651,0,0
1,67,0,0.4197112535160043,0,0
0,40,0,0.8446290409835062,0,0
0,178,0,0.9340862620955498,0,0
3,194,0,0.7210891257417666,0,0
2,42,0,1.0,0,0
0,110,0,0.8016773315187553,0,0
0,26,1,0.7795372741480294,0,0
0,147,1,0.613935888369716,0,0
2,68,1,0.43936368459227704,0,0
0,118,1,0.6466583122006238,0,0
0,50,0,1.0,0,0
2,144,0,0.7381833348211224,0,0
2,194,0,0.6217554880515128,1,0
0,112,0,0.5190006104004853,0,0
3,54,1,0.807758781265455,0,1
0,53,1,0.475000151481378,0,0
3,34,1,0.7713933306940624,0,1
3,97,1,0.6077624921564512,0,1
1,104,0,0.647867667855657,0,0
2,90,1,0.8284239877924685,0,0
1,100,0,0.5100136009215064,0,0
3,189,1,0.7013072167138037,0,0
0,165,0,0.3945598861851278,0,0
0,57,0,0.6773886414323571,1,0
2,83,0,0.7993981306212833,0,0
4,48,0,0.858279687924369,0,0
3,137,0,0.9268515925723825,1,0
2,134,0,0.8317145855133128,0,0
3,29,1,0.6186421538240476,0,1
0,36,1,0.33792433923964754,0,1
0,179,0,0.8981313816795984,0,0
